a1hhid_combined,b1plot_type_2018_1,b1soil_type_2018_1,b1plot_size_2015_1,b1plot_size_2018_1,b1plot_status_2018_1,b1operation_stat_2018_1,b1landname_new_1,b1plot_type_2018_2,b1soil_type_2018_2,b1plot_size_2015_2,b1plot_size_2018_2,b1plot_status_2018_2,b1operation_stat_2018_2,b1landname_new_2,b1plot_type_2018_3,b1soil_type_2018_3,b1plot_size_2015_3,b1plot_size_2018_3,b1plot_status_2018_3,b1operation_stat_2018_3,b1landname_new_3,b1plot_type_2018_4,b1soil_type_2018_4,b1plot_size_2015_4,b1plot_size_2018_4,b1plot_status_2018_4,b1operation_stat_2018_4,b1landname_new_4,b1plot_type_2018_5,b1soil_type_2018_5,b1plot_size_2015_5,b1plot_size_2018_5,b1plot_status_2018_5,b1operation_stat_2018_5,b1landname_new_5,b1plot_type_2018_6,b1soil_type_2018_6,b1plot_size_2015_6,b1plot_size_2018_6,b1plot_status_2018_6,b1operation_stat_2018_6,b1landname_new_6,b1plot_type_2018_7,b1soil_type_2018_7,b1plot_size_2015_7,b1plot_size_2018_7,b1plot_status_2018_7,b1operation_stat_2018_7,b1landname_new_7,b1plot_type_2018_8,b1soil_type_2018_8,b1plot_size_2015_8,b1plot_size_2018_8,b1plot_status_2018_8,b1operation_stat_2018_8,b1landname_new_8,b1plot_type_2018_9,b1soil_type_2018_9,b1plot_size_2015_9,b1plot_size_2018_9,b1plot_status_2018_9,b1operation_stat_2018_9,b1landname_new_9,b1plot_type_2018_10,b1soil_type_2018_10,b1plot_size_2015_10,b1plot_size_2018_10,b1plot_status_2018_10,b1operation_stat_2018_10,b1landname_new_10,b1plot_type_2018_11,b1soil_type_2018_11,b1plot_size_2015_11,b1plot_size_2018_11,b1plot_status_2018_11,b1operation_stat_2018_11,b1landname_new_11,b1plot_type_2018_12,b1soil_type_2018_12,b1plot_size_2015_12,b1plot_size_2018_12,b1plot_status_2018_12,b1operation_stat_2018_12,b1landname_new_12,b1plot_type_2018_13,b1soil_type_2018_13,b1plot_size_2015_13,b1plot_size_2018_13,b1plot_status_2018_13,b1operation_stat_2018_13,b1landname_new_13,b1plot_type_2018_14,b1soil_type_2018_14,b1plot_size_2015_14,b1plot_size_2018_14,b1plot_status_2018_14,b1operation_stat_2018_14,b1landname_new_14,b1plot_type_2018_15,b1soil_type_2018_15,b1plot_size_2015_15,b1plot_size_2018_15,b1plot_status_2018_15,b1operation_stat_2018_15,b1landname_new_15,b1plot_type_2018_16,b1soil_type_2018_16,b1plot_size_2015_16,b1plot_size_2018_16,b1plot_status_2018_16,b1operation_stat_2018_16,b1landname_new_16,b1plot_type_2018_17,b1soil_type_2018_17,b1plot_size_2015_17,b1plot_size_2018_17,b1plot_status_2018_17,b1operation_stat_2018_17,b1landname_new_17,b1plot_type_2018_18,b1soil_type_2018_18,b1plot_size_2015_18,b1plot_size_2018_18,b1plot_status_2018_18,b1operation_stat_2018_18,b1landname_new_18,b1plot_type_2018_19,b1soil_type_2018_19,b1plot_size_2015_19,b1plot_size_2018_19,b1plot_status_2018_19,b1operation_stat_2018_19,b1landname_new_19,b1plot_type_2018_20,b1soil_type_2018_20,b1plot_size_2015_20,b1plot_size_2018_20,b1plot_status_2018_20,b1operation_stat_2018_20,b1landname_new_20,b1plot_type_2018_21,b1soil_type_2018_21,b1plot_size_2015_21,b1plot_size_2018_21,b1plot_status_2018_21,b1operation_stat_2018_21,b1landname_new_21,b1plot_type_2018_22,b1soil_type_2018_22,b1plot_size_2015_22,b1plot_size_2018_22,b1plot_status_2018_22,b1operation_stat_2018_22,b1landname_new_22,b1plot_type_2018_23,b1soil_type_2018_23,b1plot_size_2015_23,b1plot_size_2018_23,b1plot_status_2018_23,b1operation_stat_2018_23,b1landname_new_23,b1plot_type_2018_24,b1soil_type_2018_24,b1plot_size_2015_24,b1plot_size_2018_24,b1plot_status_2018_24,b1operation_stat_2018_24,b1landname_new_24,b1plot_type_2018_25,b1soil_type_2018_25,b1plot_size_2015_25,b1plot_size_2018_25,b1plot_status_2018_25,b1operation_stat_2018_25,b1landname_new_25,b1plot_type_2018_26,b1soil_type_2018_26,b1plot_size_2015_26,b1plot_size_2018_26,b1plot_status_2018_26,b1operation_stat_2018_26,b1landname_new_26,b1plot_type_2018_27,b1soil_type_2018_27,b1plot_size_2015_27,b1plot_size_2018_27,b1plot_status_2018_27,b1operation_stat_2018_27,b1landname_new_27,b1plot_type_2018_28,b1soil_type_2018_28,b1plot_size_2015_28,b1plot_size_2018_28,b1plot_status_2018_28,b1operation_stat_2018_28,b1landname_new_28,b1plot_type_2018_29,b1soil_type_2018_29,b1plot_size_2015_29,b1plot_size_2018_29,b1plot_status_2018_29,b1operation_stat_2018_29,b1landname_new_29,b1plot_type_2018_30,b1soil_type_2018_30,b1plot_size_2015_30,b1plot_size_2018_30,b1plot_status_2018_30,b1operation_stat_2018_30,b1landname_new_30,b1plot_type_2018_31,b1soil_type_2018_31,b1plot_size_2015_31,b1plot_size_2018_31,b1plot_status_2018_31,b1operation_stat_2018_31,b1landname_new_31,b1plot_type_2018_32,b1soil_type_2018_32,b1plot_size_2015_32,b1plot_size_2018_32,b1plot_status_2018_32,b1operation_stat_2018_32,b1landname_new_32,b1plot_type_2018_33,b1soil_type_2018_33,b1plot_size_2015_33,b1plot_size_2018_33,b1plot_status_2018_33,b1operation_stat_2018_33,b1landname_new_33,b1plot_type_2018_34,b1soil_type_2018_34,b1plot_size_2015_34,b1plot_size_2018_34,b1plot_status_2018_34,b1operation_stat_2018_34,b1landname_new_34,b1plot_type_2018_35,b1soil_type_2018_35,b1plot_size_2015_35,b1plot_size_2018_35,b1plot_status_2018_35,b1operation_stat_2018_35,b1landname_new_35,b1n_plot_2018,b1plot_roster_count
5357.2,Homestead,Clay-loam,12,12,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,60,60,Plot is the same in both rounds,Own operated,Purbo chak(old land),Cultivable/arable land,Clay-loam,50,50,Plot is the same in both rounds,Own operated,Purbochak(old land),Cultivable/arable land,Clay-loam,45,45,Plot is the same in both rounds,Own operated,Purbochak(old land),Cultivable/arable land,Clay-loam,40,40,Plot is the same in both rounds,Own operated,Purbochak(old land),Cultivable/arable land,Clay-loam,30,30,Plot is the same in both rounds,Own operated,Purbochak(old land),Cultivable/arable land,Clay-loam,25,25,Plot is the same in both rounds,Own operated,Poschim chak(old land),Cultivable/arable land,,0,0,Others (specify),,Paschimchak(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Own operated,Purbochak(old land),Derelict pond,Clay,4,4,Plot is the same in both rounds,Fallow,Pukur(old land),Cultivable/arable land,Sandy-loam,135,135,Plot is the same in both rounds,Own operated,Purbochak(old land),Cultivable Pond,Sandy-loam,0,70,New Mortgage,Rented/leased in/ for cash,Pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12
5358,Homestead,Clay-loam,10,10,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,,0,0,Others (specify),,Barir uttar(old land),Cultivable/arable land,,0,0,Others (specify),,Barir Uttar(old land),Cultivable/arable land,,28,0,Mortgage out/ Rent,,Barir Uttar(old land),Cultivable/arable land,,17,0,Mortgage out/ Rent,,Barir Uttar(old land),Cultivable/arable land,Clay-loam,11,11,Plot is the same in both rounds,Free of cost out,Barir Dokhin(old land),Cultivable/arable land,Clay-loam,0,8,New Purchase,Rented/leased out/crop share,Sarkhet(old land),Cultivable/arable land,Clay-loam,0,10,New Purchase,Rented/leased out/crop share,Nawdara khat(old land),Homestead,Clay-loam,0,15,New Purchase,Fallow,Bosot Vita(old land),Cultivable/arable land,Clay-loam,0,3,New Purchase,Rented/leased out/crop share,Khalkhet(old land),,,,,,,Bijtolar jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11
5360.1.1,Homestead,Clay-loam,20,20,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,,33,0,Inherited or Household Split,,Barir purbo pashe(old land),Cultivable/arable land,,18,0,Inherited or Household Split,,Biler par(old land),Cultivable/arable land,,0,0,Others (specify),,Morij(old land),Cultivable/arable land,,0,0,Others (specify),,Biler Uttar(old land),Cultivable/arable land,,0,0,Others (specify),,Biler par(old land),Cultivable/arable land,,0,0,Others (specify),,Khalpar(old land),Cultivable/arable land,,0,0,Others (specify),,Tollabil(old land),Cultivable/arable land,,0,0,Others (specify),,Modhobil(old land),Cultivable/arable land,Clay-loam,0,20,New Purchase,Rented/leased out/crop share,Barir purbo pashe(old land),Cultivable/arable land,Clay-loam,0,8,New Purchase,Rented/leased out/crop share,Barir purbo pashe(old land),Cultivable/arable land,Clay-loam,0,15,New Purchase,Rented/leased out/crop share,Barir purbo pasha(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12
5360.1.2,Homestead,Clay-loam,20,20,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,,33,0,Inherited or Household Split,,Barir purbo pasa(old land),Cultivable/arable land,,18,0,Inherited or Household Split,,Biler par(old land),Cultivable/arable land,,0,0,Others (specify),,Morij(old land),Cultivable/arable land,,0,0,Others (specify),,Biler Uttar(old land),Cultivable/arable land,,0,0,Others (specify),,Biler par(old land),Cultivable/arable land,,0,0,Others (specify),,Khalpar(old land),Cultivable/arable land,,0,0,Others (specify),,Tollabil(old land),Cultivable/arable land,,0,0,Others (specify),,Modhobil(old land),Cultivable/arable land,Clay-loam,0,20,New Purchase,Rented/leased out/crop share,Barir purbo pashe(old land),Cultivable/arable land,Clay-loam,0,8,New Purchase,Rented/leased out/crop share,Barir purbo pasa(old land),Cultivable/arable land,Clay-loam,0,15,New Purchase,Rented/leased out/crop share,Barir purbo pasa(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12
5360.2,Homestead,Clay-loam,20,20,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,33,0,Mortgage out/ Rent,,Barir purbo pashe(old land),Cultivable/arable land,,18,0,Mortgage out/ Rent,,Biler per(old land),Cultivable/arable land,,0,0,Others (specify),,Morij(old land),Cultivable/arable land,,0,0,Others (specify),,Biler uttar(old land),Cultivable/arable land,,0,0,Others (specify),,Jhiler(old land),Cultivable/arable land,,0,0,Others (specify),,Khalper(old land),Cultivable/arable land,,0,0,Others (specify),,Tollabil(old land),Cultivable/arable land,,0,0,Others (specify),,Modho Bil(old land),Cultivable/arable land,Clay-loam,0,20,New Mortgage,Rented/leased in/crop share,Pari purbo pashe(old land),Cultivable/arable land,Clay-loam,0,8,New Mortgage,Rented/leased in/crop share,Bari purbo pashe(old land),Cultivable/arable land,Clay-loam,0,15,New Mortgage,Rented/leased in/crop share,Bari purbo pashe(old land),,,,,,,Barir dokkhine(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13
5362,Homestead,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay,30,30,Plot is the same in both rounds,Mortgage out,Pahar jomi(old land),Cultivable/arable land,,20,0,Sold,,Pahar(old land),Cultivable/arable land,Loam,12,12,Plot is the same in both rounds,Own operated,Bahdar khet(old land),Cultivable/arable land,Loam,11,11,Plot is the same in both rounds,Own operated,Gagucha khet(old land),Garden (wood/Friut),Clay-loam,10,10,Plot is the same in both rounds,Fallow,Pahar(old land),Cultivable/arable land,Loam,9,9,Plot is the same in both rounds,Own operated,Dakkhiner khet(old land),Cultivable/arable land,Loam,8,8,Plot is the same in both rounds,Own operated,Biler khet(old land),Cultivable/arable land,Clay-loam,5,5,Plot is the same in both rounds,Rented/leased out/crop share,Pahar(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Own operated,10(old land),Cultivable/arable land,Loam,3,3,Plot is the same in both rounds,Own operated,Aykhet(old land),Bush/forest,,2,0,Sold,,Bari vita(old land),Cultivable/arable land,,10,0,Mortgage out/ Rent,,Uttar pashe(old land),Cultivable/arable land,Loam,0,30,New Purchase,Mortgaged in,Kalamer jomi(old land),,,,,,,Maleker jomi(new land in SPIA BIHS 2024),,,,,,,Monjur jomi(new land in SPIA BIHS 2024),,,,,,,Nojur jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17
5364,Homestead,Clay-loam,6,6,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Sandy-loam,25,25,Plot is the same in both rounds,Rented/leased out/crop share,Kuchi Bait(old land),Cultivable/arable land,Sandy-loam,25,25,Plot is the same in both rounds,Rented/leased out/crop share,Nama(old land),Cultivable/arable land,Sandy-loam,25,25,Plot is the same in both rounds,Mortgage out,Biler jomi(old land),Garden (wood/Friut),Sandy-loam,24,24,Plot is the same in both rounds,Fallow,Gothan(old land),Cultivable/arable land,Sandy-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Bait(old land),Cultivable/arable land,Sandy-loam,10,10,Plot is the same in both rounds,Mortgage out,Hucha bil(old land),Cultivable/arable land,Sandy-loam,10,10,Plot is the same in both rounds,Mortgage out,Hoito khet(old land),Cultivable/arable land,Sandy-loam,10,10,Plot is the same in both rounds,Rented/leased out/crop share,Atakhet(old land),Cultivable/arable land,Sandy-loam,8,8,Plot is the same in both rounds,Mortgage out,Hasur khet(old land),Cultivable Pond,Sandy-loam,8,8,Plot is the same in both rounds,Own operated,Pukur(old land),Garden (wood/Friut),Sandy-loam,0,8,New Purchase,Fallow,Barir uttar(old land),,,,,,,Ada khet(new land in SPIA BIHS 2024),,,,,,,Raster pashe(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14
5368,Homestead,Clay-loam,10,5,Inherited or Household Split,Fallow,Bosot Vita(old land),Homestead,,10,0,Inherited or Household Split,,Kuira Bil(old land),Cultivable/arable land,Clay-loam,6,10,New inheritance,Mortgage out,Lawfula(old land),Cultivable/arable land,Clay-loam,0,6,New inheritance,Own operated,Barir pube(old land),Cultivable/arable land,Clay-loam,0,5,New inheritance,Mortgage out,Barir Poscima(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
5369.1,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Kuicha bil(old land),Cultivable/arable land,,0,0,Others (specify),,Kuicha Bil(old land),Cultivable/arable land,,30,0,Mortgage out/ Rent,,Kuicha Bil(old land),Cultivable/arable land,Clay-loam,0,45,New Mortgage,Rented/leased in/crop share,Huicha bil(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
5371,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Bosotvita(old land),Cultivable/arable land,Clay-loam,34,34,Plot is the same in both rounds,Own operated,Laufula(old land),Cultivable/arable land,,0,0,Others (specify),,Uttar laufula(old land),Cultivable/arable land,,0,0,Others (specify),,Kuicha bila(old land),Cultivable/arable land,,0,0,Others (specify),,Kuicha bil(old land),Cultivable/arable land,Sandy-loam,0,6,New Purchase,Own operated,Dakkhin laufula(old land),Cultivable/arable land,Sandy-loam,0,27,New Mortgage,Mortgaged in,Chuicha bil(old land),Waste/non-arable land,Clay-loam,0,6,New Purchase,Fallow,Pagar(old land),,,,,,,Rokti para(new land in SPIA BIHS 2024),,,,,,,Dhukan(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10
5372,Homestead,Clay-loam,6,6,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,22,22,Plot is the same in both rounds,Own operated,Ghat par(old land),Bush/forest,,20,0,Sold,,Berkhet(old land),Cultivable/arable land,Clay-loam,15,15,Plot is the same in both rounds,Mortgage out,Tia khet(old land),Cultivable/arable land,Sandy-loam,6,6,Plot is the same in both rounds,Own operated,Tetul tola(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Own operated,Kuitola(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Own operated,Khal khet(old land),Cultivable Pond,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Thal(old land),Cultivable Pond,Clay-loam,5,5,Plot is the same in both rounds,Own operated,Pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9
5373.1,Homestead,Clay-loam,8,8,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Rented/leased in/crop share,Vitra jomi(old land),Cultivable/arable land,,10,0,Mortgage out/ Rent,,Bile(old land),Cultivable/arable land,,6,0,Mortgage out/ Rent,,Vitar(old land),Cultivable/arable land,Clay-loam,0,23,New inheritance,Rented/leased in/crop share,Pashime mathe(old land),Cultivable/arable land,Clay-loam,0,33,New inheritance,Rented/leased in/crop share,Pashime math(old land),Derelict pond,Clay-loam,0,25,New inheritance,Fallow,Moja pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7
5374.1,Homestead,Clay-loam,32,32,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Clay-loam,32,32,Plot is the same in both rounds,Own operated,Biler Dhare(old land),Cultivable/arable land,Clay-loam,28,28,Plot is the same in both rounds,Rented/leased out/crop share,Bile(old land),Cultivable/arable land,Clay-loam,21,21,Plot is the same in both rounds,Rented/leased out/crop share,Kanda(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Kandha(old land),Cultivable/arable land,Clay-loam,14,14,Plot is the same in both rounds,Own operated,Bile(old land),Cultivable/arable land,Clay-loam,13,13,Plot is the same in both rounds,Rented/leased out/crop share,Kandhar(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Rented/leased out/crop share,Kandar(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Rented/leased out/crop share,Kandar(old land),Cultivable/arable land,Clay-loam,6,6,Plot is the same in both rounds,Fallow,Barir Dokhin(old land),Derelict pond,Clay-loam,15,15,Plot is the same in both rounds,Fallow,Barir Pasha(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11
5374.2,Homestead,Clay-loam,32,32,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Clay-loam,32,32,Plot is the same in both rounds,Own operated,Biler Dhara(old land),Cultivable/arable land,Clay-loam,28,28,Plot is the same in both rounds,Rented/leased out/crop share,Bila(old land),Cultivable/arable land,Clay-loam,21,21,Plot is the same in both rounds,Rented/leased out/crop share,Kanda(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Kandha(old land),Cultivable/arable land,Clay-loam,14,14,Plot is the same in both rounds,Own operated,Bila(old land),Cultivable/arable land,Clay-loam,13,13,Plot is the same in both rounds,Rented/leased out/crop share,Kandar(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Rented/leased out/crop share,Kandar(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Rented/leased out/crop share,Kandar(old land),Cultivable/arable land,Clay-loam,6,6,Plot is the same in both rounds,Fallow,Barir Dokhin(old land),Derelict pond,Clay-loam,15,15,Plot is the same in both rounds,Fallow,Barir Pasha(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11
5378,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,Lutfar hazi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
5379,Homestead,Clay-loam,15,15,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Sandy-loam,45,45,Plot is the same in both rounds,Mortgage out,Lawkhola(old land),Cultivable/arable land,Sandy-loam,40,40,Plot is the same in both rounds,Mortgage out,Laukhola(old land),Cultivable/arable land,Sandy-loam,35,35,Plot is the same in both rounds,Own operated,Lau khola(old land),Cultivable/arable land,Sandy-loam,32,32,Plot is the same in both rounds,Rented/leased  out/cash,Boro para(old land),Garden (wood/Friut),Sandy-loam,26,26,Plot is the same in both rounds,Fallow,Loukhola(old land),Cultivable/arable land,Sandy-loam,25,25,Plot is the same in both rounds,Own operated,Laukhola(old land),Cultivable/arable land,Sandy-loam,23,23,Plot is the same in both rounds,Own operated,Loukhola(old land),Cultivable/arable land,Sandy-loam,21,21,Plot is the same in both rounds,Own operated,Laufula(old land),Garden (wood/Friut),Sandy-loam,15,15,Plot is the same in both rounds,Fallow,Boro Rastar(old land),Garden (wood/Friut),Sandy-loam,10,10,Plot is the same in both rounds,Fallow,Boro(old land),Cultivable Pond,,10,0,Inherited or Household Split,,Pukur(old land),Cultivable/arable land,Sandy-loam,7,15,New inheritance,Own operated,Bol jomi(old land),Cultivable/arable land,Sandy-loam,7,15,New inheritance,Own operated,Bil jomi(old land),Cultivable Pond,Clay-loam,7,7,Plot is the same in both rounds,Own operated,Pukur(old land),,,,,,,Kichiner bait(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16
5380,Homestead,Clay,10,10,Plot is the same in both rounds,Fallow,Bosotvita(old land),Cultivable/arable land,,0,0,Others (specify),,Laufula(old land),Cultivable/arable land,,0,0,Others (specify),,Laufula(old land),Cultivable/arable land,,0,0,Others (specify),,Laufula(old land),Waste/non-arable land,Clay-loam,0,8,New Purchase,Fallow,Laufula(old land),,,,,,,Khal parer jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6
